,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
2235,008600,KR7008600009,윌비스,KOSPI,,662,2,-25,-3.64,687,687,655,363548,241455918,44510257818,67236039,STK
2236,052770,KR7052770005,아이톡시,KOSDAQ,중견기업부,1135,2,-5,-0.44,1130,1160,1124,158872,180443653,44474532350,39184610,KSQ
2237,089140,KR7089140008,넥스턴바이오,KOSDAQ,벤처기업부,4725,2,-270,-5.41,4995,4995,4715,78738,378295665,44431702875,9403535,KSQ
2238,003535,KR7003531001,한화투자증권우,KOSPI,,9240,2,-450,-4.64,9610,9610,9050,75139,702792780,44352000000,4800000,STK
2239,332370,KR7332370006,아이디피,KOSDAQ,벤처기업부,3340,2,-130,-3.75,3440,3520,3340,39759,135990150,44334244840,13273726,KSQ
2240,119500,KR7119500007,포메탈,KOSDAQ,중견기업부,3740,1,75,2.05,3665,4000,3595,2167755,8247256150,44308647680,11847232,KSQ
2241,148780,KR7148780000,비플라이소프트,KOSDAQ,기술성장기업부,1396,3,0,0.0,1396,1426,1352,568637,788097359,43898232100,31445725,KSQ
2242,187270,KR7187270004,신화콘텍,KOSDAQ,벤처기업부,4320,2,-175,-3.89,4495,4495,4310,112223,489937970,43821410400,10143845,KSQ
2243,203450,KR7203450002,유니온커뮤니티,KOSDAQ,벤처기업부,2985,2,-120,-3.86,3075,3105,2980,47262,142344080,43816835895,14679007,KSQ
2244,030350,KR7030350003,드래곤플라이,KOSDAQ,중견기업부,631,2,-19,-2.92,644,658,620,471700,298233039,43784441963,69388973,KSQ
2245,419700,KR7419700000,이브이파킹서비스,KONEX,일반기업부,2680,1,20,0.75,2670,2755,2400,36092,91128585,43594664880,16266666,KNX
2246,230980,KR7230980005,비유테크놀러지,KOSDAQ,벤처기업부,512,2,-7,-1.35,566,645,512,27024735,15545693510,43591988224,85140602,KSQ
2247,353190,KR7353190002,휴럼,KOSDAQ,중견기업부,1104,2,-16,-1.43,1120,1120,1091,103950,114401948,43473775680,39378420,KSQ
2248,016100,KR7016100000,리더스코스메틱,KOSDAQ,중견기업부,2275,2,-120,-5.01,2360,2360,2275,18075,41647455,43454533850,19100894,KSQ
2249,051390,KR7051390003,YW,KOSDAQ,중견기업부,3825,3,0,0.0,3805,3825,3710,15403,57907955,43434282600,11355368,KSQ
2250,060900,KR7060900008,DGP,KOSDAQ,중견기업부,1719,2,-106,-5.81,1825,1825,1703,203332,356394291,43418895651,25258229,KSQ
2251,313760,KR7313760001,윌링스,KOSDAQ,중견기업부,7500,1,410,5.78,7100,7970,7010,283758,2155260790,43416607500,5788881,KSQ
2252,067010,KR7067010009,이씨에스,KOSDAQ,벤처기업부,3530,2,-90,-2.49,3575,3605,3530,21518,76526130,43397820000,12294000,KSQ
2253,317120,KR7317120004,라닉스,KOSDAQ,기술성장기업부,4490,2,-90,-1.97,4580,4585,4485,48084,216492350,43373400000,9660000,KSQ
2254,089530,KR7089530000,에이티세미콘,KOSDAQ,관리종목(소속부없음),600,0,0,0.0,0,0,0,0,0,43367041800,72278403,KSQ
2255,114450,KR7114450000,그린생명과학,KOSDAQ,중견기업부,2165,2,-85,-3.78,2260,2260,2065,76997,166126305,43300000000,20000000,KSQ
2256,258830,KR7258830009,세종메디칼,KOSDAQ,벤처기업부,781,2,-322,-29.19,999,999,773,13129070,10646832826,43240644502,55365742,KSQ
2257,019175,KR7019171008,신풍제약우,KOSPI,,19650,2,-180,-0.91,20250,20250,19550,1896,37369710,43230000000,2200000,STK
2258,327610,KR7327610002,펨토바이오메드,KONEX,일반기업부,5140,1,30,0.59,5110,5150,5110,5965,30500510,43182538080,8401272,KNX
2259,197140,KR7197140007,디지캡,KOSDAQ,벤처기업부,4505,2,-205,-4.35,4710,4800,4500,85281,390437950,43161747270,9580854,KSQ
2260,032750,KR7032750002,삼진,KOSDAQ,우량기업부,5350,2,-150,-2.73,5520,5570,5350,59556,322776830,43141683100,8063866,KSQ
2261,065500,KR7065500001,오리엔트정공,KOSDAQ,중견기업부,1359,3,0,0.0,1359,1370,1325,119124,160091852,43138617408,31742912,KSQ
2262,121850,KR7121850002,코이즈,KOSDAQ,벤처기업부,1407,2,-44,-3.03,1450,1460,1402,138879,196634510,43074144225,30614175,KSQ
2263,021040,KR7021040001,대호특수강,KOSDAQ,중견기업부,3965,2,-25,-0.63,3990,4015,3965,3104,12385810,43029714455,10852387,KSQ
2264,006570,KR7006570006,대림통상,KOSPI,,2820,3,0,0.0,2805,2835,2780,1344,3771595,42934500000,15225000,STK
2265,127710,KR7127710002,아시아경제,KOSDAQ,중견기업부,1230,2,-9,-0.73,1231,1242,1207,15349,18711929,42932020860,34904082,KSQ
2266,184230,KR7184230001,SGA솔루션즈,KOSDAQ,벤처기업부,792,2,-3,-0.38,795,803,778,163353,128849939,42916281408,54187224,KSQ
2267,054180,KR7054180005,메디콕스,KOSDAQ,중견기업부,783,2,-36,-4.4,820,833,760,1304690,1020673761,42910501572,54802684,KSQ
2268,034300,KR7034300004,신세계건설,KOSPI,,10710,2,-480,-4.29,10960,11190,10700,12433,134172980,42840000000,4000000,STK
2269,101000,KR7101000008,상상인인더스트리,KOSDAQ,관리종목(소속부없음),2280,1,20,0.88,2265,2290,2205,55559,124932530,42817141440,18779448,KSQ
2270,435620,KR7435620000,하나금융25호스팩,KOSDAQ,SPAC(소속부없음),9930,1,30,0.3,9900,9960,9820,14163,139764840,42718860000,4302000,KSQ
2271,238200,KR7238200000,비피도,KOSDAQ,기술성장기업부,5210,2,-60,-1.14,5300,5330,5200,11049,58019350,42617800000,8180000,KSQ
2272,263020,KR7263020000,디케이앤디,KOSDAQ,벤처기업부,2770,2,-120,-4.15,2850,2850,2745,74732,207730630,42592639080,15376404,KSQ
2273,192390,KR7192390003,윈하이텍,KOSDAQ,벤처기업부,3895,2,-15,-0.38,3910,3910,3775,63867,244741865,42552839945,10924991,KSQ
2274,025880,KR7025880006,케이씨피드,KOSDAQ,중견기업부,2545,2,-10,-0.39,2540,2575,2490,354414,904519250,42541858610,16715858,KSQ
2275,094860,KR7094860004,네오리진,KOSDAQ,벤처기업부,406,0,0,0.0,0,0,0,0,0,42410668650,104459775,KSQ
2276,018680,KR7018680009,서울제약,KOSDAQ,중견기업부,3625,2,-75,-2.03,3715,3715,3625,19112,69877615,42265031375,11659319,KSQ
2277,189860,KR7189860000,서전기전,KOSDAQ,벤처기업부,4350,2,-115,-2.58,4510,4510,4315,25729,112122685,42189693000,9698780,KSQ
2278,176590,KR7176590008,코나솔,KONEX,일반기업부,7240,3,0,0.0,7280,7280,7020,314,2231250,42160930920,5823333,KNX
2279,354390,KR7354390007,바스칸바이오제약,KONEX,일반기업부,6000,0,0,0.0,0,0,0,0,0,42109482000,7018247,KNX
2280,219550,KR7219550001,디와이디,KOSDAQ,중견기업부,803,2,-27,-3.25,830,830,768,480936,381439051,41986015335,52286445,KSQ
2281,114630,KR7114630007,폴라리스우노,KOSDAQ,우량기업부,658,2,-3,-0.45,661,669,655,497639,328610389,41927708676,63719922,KSQ
2282,093240,KR7093240000,형지엘리트,KOSPI,,1345,2,-32,-2.32,1377,1377,1319,126382,168212229,41903203310,31154798,STK
2283,036000,KR7036000008,예림당,KOSDAQ,중견기업부,1817,3,0,0.0,1817,1834,1760,18846,33940250,41853281309,23034277,KSQ
2284,006920,KR7006920003,모헨즈,KOSDAQ,중견기업부,3825,2,-85,-2.17,3910,3910,3775,79893,307564405,41769000000,10920000,KSQ
2285,000215,KR7000211003,DL우,KOSPI,,24750,2,-550,-2.17,25250,25250,24050,1542,37883650,41731346250,1686115,STK
2286,123750,KR7123750002,알톤스포츠,KOSDAQ,중견기업부,3270,2,-125,-3.68,3360,3370,3230,59119,195192705,41680391190,12746297,KSQ
2287,243870,KR7243870003,굿센,KONEX,일반기업부,14400,2,-100,-0.69,14400,14400,14400,85,1224000,41653886400,2892631,KNX
2288,017510,KR7017510009,세명전기,KOSDAQ,중견기업부,2730,2,-50,-1.8,2780,2800,2730,18557,50953025,41621580000,15246000,KSQ
2289,010400,KR7010400000,우진아이엔에스,KOSPI,,5460,2,-110,-1.97,5590,5600,5400,5666,31144220,41616120000,7622000,STK
2290,079170,KR7079170007,한창산업,KOSDAQ,벤처기업부,7990,2,-170,-2.08,8160,8160,7920,71443,572317110,41548000000,5200000,KSQ
2291,083640,KR7083640003,인콘,KOSDAQ,벤처기업부,534,2,-20,-3.61,554,559,529,289656,156216512,41502667434,77720351,KSQ
2292,215790,KR7215790007,이노인스트루먼트,KOSDAQ,벤처기업부,1030,2,-55,-5.07,1075,1077,1026,240245,249222501,41491643470,40283149,KSQ
2293,005820,KR7005820006,원림,KOSPI,,18050,2,-250,-1.37,18200,18210,18040,2571,46486750,41478358500,2297970,STK
2294,042940,KR7042940007,상지카일룸,KOSDAQ,중견기업부,393,2,-12,-2.96,405,417,391,212942,84721074,41443594527,105454439,KSQ
2295,317240,KR7317240000,TS트릴리온,KOSDAQ,벤처기업부,428,2,-17,-3.82,445,446,428,1076880,468544943,41345923500,96602625,KSQ
2296,001070,KR7001070002,대한방직,KOSPI,,7800,2,-40,-0.51,7840,7900,7780,13952,109035210,41340000000,5300000,STK
2297,039310,KR7039310008,세중,KOSDAQ,투자주의환기종목(소속부없음),2265,2,-30,-1.31,2235,2265,2160,38804,85334415,41045575755,18121667,KSQ
2298,320000,KR7320000003,윈텍,KOSDAQ,벤처기업부,2210,2,-40,-1.78,2250,2250,2160,120225,264033025,40883117080,18499148,KSQ
2299,045510,KR7045510005,정원엔시스,KOSDAQ,중견기업부,1269,1,8,0.63,1273,1290,1268,22272,28506460,40873591548,32209292,KSQ
2300,246250,KR7246250005,에스엘에스바이오,KOSDAQ,기술성장기업부,5320,2,-100,-1.85,5360,5440,5240,35310,187563170,40826227960,7674103,KSQ
2301,049120,KR7049120009,파인디앤씨,KOSDAQ,중견기업부,1167,2,-3,-0.26,1170,1184,1156,10837,12660196,40810196559,34970177,KSQ
2302,000760,KR7000760009,이화산업,KOSPI,,14500,2,-100,-0.68,14510,14510,14250,2310,33188480,40600000000,2800000,STK
2303,016670,KR7016670002,디모아,KOSDAQ,중견기업부,397,2,-61,-13.32,458,458,393,8506690,3555511089,40437635528,101858024,KSQ
2304,290270,KR7290270008,휴네시온,KOSDAQ,벤처기업부,4180,2,-110,-2.56,4290,4295,4120,81072,338079865,40160068960,9607672,KSQ
2305,036480,KR7036480002,대성미생물,KOSDAQ,중견기업부,10560,2,-20,-0.19,10820,11300,10550,289136,3153824330,40128000000,3800000,KSQ
2306,006125,KR7006121008,SK디스커버리우,KOSPI,,29500,2,-650,-2.16,30200,30200,29150,7064,208885400,40074422500,1358455,STK
2307,290560,KR7290560002,신시웨이,KOSDAQ,벤처기업부,11030,2,-140,-1.25,11210,12280,10880,261951,3023389140,40059592280,3631876,KSQ
2308,031860,KR7031860000,에스유홀딩스,KOSDAQ,중견기업부,306,2,-5,-1.61,309,315,302,1418691,433772267,39872875590,130303515,KSQ
2309,131760,KR7131760001,파인텍,KOSDAQ,중견기업부,918,2,-6,-0.65,914,922,908,137579,125517217,39870193194,43431583,KSQ
2310,002680,KR7002680007,한탑,KOSDAQ,중견기업부,1329,1,42,3.26,1287,1415,1250,2702735,3674640632,39863111793,29994817,KSQ
2311,331380,KR7331380006,포커스에이치엔에스,KOSDAQ,벤처기업부,2090,2,-110,-5.0,2205,2240,2080,546901,1172923780,39811536380,19048582,KSQ
2312,009140,KR7009140005,경인전자,KOSPI,,25300,2,-2800,-9.96,28600,29150,24950,211865,5616239800,39741164100,1570797,STK
2313,001140,KR7001140003,국보,KOSPI,,3150,0,0,0.0,0,0,0,0,0,39657772350,12589769,STK
2314,001000,KR7001000009,신라섬유,KOSDAQ,중견기업부,1631,1,6,0.37,1620,1747,1613,279506,469915637,39596667740,24277540,KSQ
2315,045340,KR7045340007,토탈소프트,KOSDAQ,벤처기업부,4620,2,-125,-2.63,4745,4755,4600,33572,156140805,39538144800,8558040,KSQ
2316,008470,KR7008470007,부스타,KOSDAQ,벤처기업부,4700,2,-90,-1.88,4780,4840,4695,6596,31281815,39502560000,8404800,KSQ
2317,003465,KR7003461001,유화증권우,KOSPI,,2260,2,-60,-2.59,2290,2290,2215,527,1184770,39496720500,17476425,STK
2318,130500,KR7130500002,GH신소재,KOSDAQ,중견기업부,2715,2,-105,-3.72,2825,2835,2680,25994,71192795,39489816180,14545052,KSQ
2319,163430,KR7163430002,디피코,KONEX,일반기업부,4010,0,0,0.0,0,0,0,0,0,39416507530,9829553,KNX
2320,001810,KR7001810001,무림SP,KOSDAQ,중견기업부,1780,2,-91,-4.86,1857,1871,1755,26637,47984286,39404750000,22137500,KSQ
2321,060380,KR7060380003,동양에스텍,KOSDAQ,우량기업부,1995,2,-50,-2.44,2045,2045,1985,63930,128106415,39301500000,19700000,KSQ
2322,37550K,KR737550K011,DL이앤씨우,KOSPI,,18570,2,-360,-1.9,19000,19000,18520,2560,47640210,39254844450,2113885,STK
2323,013000,KR7013000005,세우글로벌,KOSPI,,1367,2,-10,-0.73,1377,1377,1354,98589,134323080,39239777377,28705031,STK
2324,302920,KR7302920004,더콘텐츠온,KONEX,일반기업부,8600,2,-330,-3.7,8800,8800,8600,10,87000,39150287400,4552359,KNX
2325,002820,KR7002820009,SUN&L,KOSPI,,3100,2,-70,-2.21,3640,3875,2990,5443432,18667800320,39084765900,12607989,STK
2326,016920,KR7016920001,카스,KOSDAQ,중견기업부,1471,2,-28,-1.87,1499,1499,1467,69027,102077886,38971994398,26493538,KSQ
2327,115480,KR7115480006,씨유메디칼,KOSDAQ,벤처기업부,805,2,-43,-5.07,848,857,784,258416,211197908,38820769190,48224558,KSQ
2328,089230,KR7089230007,THE E&M,KOSDAQ,중견기업부,209,2,-3,-1.42,210,215,203,1312366,273085174,38802966334,185660126,KSQ
2329,071850,KR7071850002,캐스텍코리아,KOSDAQ,중견기업부,2340,2,-100,-4.1,2350,2375,2340,12879,30330150,38771899920,16569188,KSQ
2330,079970,KR7079970000,투비소프트,KOSDAQ,벤처기업부,493,2,-17,-3.33,510,511,493,261642,130978089,38702966479,78505003,KSQ
2331,187790,KR7187790001,나노,KOSDAQ,벤처기업부,1252,2,-40,-3.1,1291,1291,1198,611300,753511506,38612719160,30840830,KSQ
2332,065570,KR7065570004,삼영이엔씨,KOSDAQ,벤처기업부,3130,2,-170,-5.15,3315,3375,3115,88225,281291795,38570977480,12322996,KSQ
2333,036180,KR7036180008,지더블유바이텍,KOSDAQ,중견기업부,616,1,39,6.76,569,618,566,511336,306466822,38532623976,62552961,KSQ
2334,002690,KR7002690006,동일제강,KOSPI,,1896,2,-26,-1.35,1902,1919,1865,23727,44587202,38489482560,20300360,STK
2335,043590,KR7043590009,웰킵스하이텍,KOSDAQ,중견기업부,1064,0,0,0.0,0,0,0,0,0,38476208400,36161850,KSQ
2336,024070,KR7024070005,WISCOM,KOSPI,,2510,2,-30,-1.18,2540,2585,2505,25006,63579865,38469359380,15326438,STK
2337,050120,KR7050120005,ES큐브,KOSDAQ,벤처기업부,2830,2,-35,-1.22,2860,2860,2800,14682,41419165,38386363380,13564086,KSQ
2338,200580,KR7200580009,메디쎄이,KONEX,일반기업부,10290,3,0,0.0,10290,10290,10110,1632,16649410,38341352910,3726079,KNX
2339,045300,KR7045300001,성우테크론,KOSDAQ,중견기업부,3845,2,-90,-2.29,3935,4010,3845,61790,240033080,38294600480,9959584,KSQ
2340,005030,KR7005030002,부산주공,KOSPI,,486,0,0,0.0,0,0,0,0,0,38288532168,78782988,STK
2341,075130,KR7075130005,플랜티넷,KOSDAQ,벤처기업부,2300,2,-30,-1.29,2330,2335,2285,78152,181539225,38231336000,16622320,KSQ
2342,296640,KR7296640006,이노룰스,KOSDAQ,벤처기업부,7350,2,-510,-6.49,7910,7910,7350,79411,596555810,38060152200,5178252,KSQ
2343,095910,KR7095910006,에스에너지,KOSDAQ,중견기업부,1951,2,-54,-2.69,2045,2045,1951,103680,205289846,38053285353,19504503,KSQ
2344,190650,KR7190650002,코리아에셋투자증권,KOSDAQ,우량기업부,5940,2,-260,-4.19,6140,6180,5860,8937,53359470,37944720000,6388000,KSQ
2345,044480,KR7044480002,블레이드 Ent,KOSDAQ,중견기업부,1110,2,-16,-1.42,1139,1144,1085,19234,21245317,37842055620,34091942,KSQ
2346,076610,KR7076610005,해성옵틱스,KOSDAQ,중견기업부,1480,2,-33,-2.18,1508,1508,1470,109151,161772815,37670733040,25453198,KSQ
2347,048470,KR7048470009,대동스틸,KOSDAQ,우량기업부,3765,2,-120,-3.09,3885,3885,3750,181808,689468080,37650000000,10000000,KSQ
2348,093380,KR7093380004,풍강,KOSDAQ,중견기업부,3805,2,-25,-0.65,3790,3830,3755,27434,103951005,37590785965,9879313,KSQ
2349,252500,KR7252500004,세화피앤씨,KOSDAQ,중견기업부,903,2,-18,-1.95,913,920,902,72904,65922362,37462210170,41486390,KSQ
2350,012620,KR7012620001,원일특강,KOSDAQ,우량기업부,8500,2,-100,-1.16,8600,8600,8370,8970,75877870,37400000000,4400000,KSQ
2351,091970,KR7091970004,나노캠텍,KOSDAQ,중견기업부,999,2,-11,-1.09,1020,1020,970,41090,40739783,37380075507,37417493,KSQ
2352,258790,KR7258790005,소프트캠프,KOSDAQ,벤처기업부,1490,2,-5,-0.33,1495,1514,1448,70847,103561250,37237013160,24991284,KSQ
2353,080720,KR7080720006,한국유니온제약,KOSDAQ,벤처기업부,4705,2,-145,-2.99,4820,4890,4695,22000,104075735,37214809150,7909630,KSQ
2354,035460,KR7035460005,기산텔레콤,KOSDAQ,벤처기업부,2550,2,-85,-3.23,2635,2650,2515,141992,363662470,37172217000,14577340,KSQ
2355,215480,KR7215480005,토박스코리아,KOSDAQ,중견기업부,3835,2,-120,-3.03,3935,3955,3815,45377,176131695,36873360095,9614957,KSQ
2356,001420,KR7001420009,태원물산,KOSPI,,4850,1,10,0.21,4840,4855,4760,5136,24614570,36860000000,7600000,STK
2357,002880,KR7002880003,대유에이텍,KOSPI,,951,2,-11,-1.14,962,965,935,266337,251649015,36832514349,38730299,STK
2358,303360,KR7303360002,프로티아,KOSDAQ,기술성장기업부,2840,2,-90,-3.07,2935,3060,2815,66546,191255090,36564190600,12874715,KSQ
2359,014100,KR7014100002,메디앙스,KOSDAQ,투자주의환기종목(소속부없음),3095,2,-140,-4.33,3200,3200,2990,63069,194547205,36521000000,11800000,KSQ
2360,019490,KR7019490002,하이트론,KOSPI,,1322,2,-20,-1.49,1370,1375,1290,30437,40516650,36502038128,27611224,STK
2361,104040,KR7104040001,대성파인텍,KOSDAQ,벤처기업부,1166,2,-30,-2.51,1191,1197,1163,126272,148653120,36497293646,31301281,KSQ
2362,002070,KR7002070001,비비안,KOSPI,,1223,2,-17,-1.37,1231,1240,1215,163239,199482850,36438049770,29793990,STK
2363,111870,KR7111870002,KH 전자,KOSDAQ,관리종목(소속부없음),2970,0,0,0.0,0,0,0,0,0,36424038420,12263986,KSQ
2364,084670,KR7084670009,동양고속,KOSPI,,12550,2,-130,-1.03,12680,12710,12500,1542,19413360,36339390950,2895569,STK
2365,101400,KR7101400000,엔시트론,KOSDAQ,중견기업부,613,2,-8,-1.29,619,619,610,99343,60902853,36281155312,59186224,KSQ
2366,017000,KR7017000001,신원종합개발,KOSDAQ,중견기업부,3105,2,-20,-0.64,3110,3145,2995,120364,364901155,36229223835,11668027,KSQ
2367,086060,KR7086060001,진바이오텍,KOSDAQ,중견기업부,4205,2,-140,-3.22,4360,4365,4200,84820,360783580,36207518335,8610587,KSQ
2368,131180,KR7131180002,딜리,KOSDAQ,벤처기업부,1233,2,-17,-1.36,1250,1260,1221,40777,50539901,36188550000,29350000,KSQ
2369,318160,KR7318160009,셀바이오휴먼텍,KOSDAQ,벤처기업부,3905,2,-60,-1.51,3965,4025,3890,49099,193066730,36163818405,9260901,KSQ
2370,092600,KR7092600006,앤씨앤,KOSDAQ,벤처기업부,1441,2,-31,-2.11,1472,1472,1425,47825,69051474,36145347997,25083517,KSQ
2371,003680,KR7003680006,한성기업,KOSPI,,5820,2,-250,-4.12,6010,6050,5790,35959,213188950,36139377300,6209515,STK
2372,237750,KR7237750005,피앤씨테크,KOSDAQ,벤처기업부,5560,2,-230,-3.97,5790,5790,5550,45006,252744550,36121096000,6496600,KSQ
2373,208350,KR7208350009,지란지교시큐리티,KOSDAQ,벤처기업부,4075,2,-80,-1.93,4150,4170,4055,6381,26313580,36017087175,8838549,KSQ
2374,084870,KR7084870005,TBH글로벌,KOSPI,,1720,2,-20,-1.15,1740,1750,1702,21019,36382992,35873728680,20856819,STK
2375,452980,KR7452980006,신한제11호스팩,KOSDAQ,SPAC(소속부없음),1896,2,-7,-0.37,1903,1903,1895,113265,214986183,35843880000,18905000,KSQ
2376,148250,KR7148250004,알엔투테크놀로지,KOSDAQ,벤처기업부,4840,2,-20,-0.41,4860,4860,4750,6264,30175705,35773340240,7391186,KSQ
2377,344860,KR7344860002,이노진,KOSDAQ,기술성장기업부,2970,1,270,10.0,2695,3450,2650,9180292,29318498635,35729100000,12030000,KSQ
2378,352940,KR7352940001,인바이오,KOSDAQ,벤처기업부,3280,2,-120,-3.53,3395,3420,3235,123913,407147780,35646154400,10867730,KSQ
2379,310870,KR7310870001,디와이씨,KOSDAQ,벤처기업부,1723,2,-41,-2.32,1764,1764,1706,50689,87764225,35644167933,20687271,KSQ
2380,000950,KR7000950006,전방,KOSPI,,21200,2,-250,-1.17,21150,21300,20950,1259,26481350,35616000000,1680000,STK
2381,117670,KR7117670000,알파홀딩스,KOSDAQ,투자주의환기종목(소속부없음),945,0,0,0.0,0,0,0,0,0,35605449180,37677724,KSQ
2382,080470,KR7080470008,성창오토텍,KOSDAQ,중견기업부,4875,2,-115,-2.3,4970,4980,4850,11751,57911780,35587500000,7300000,KSQ
2383,002420,KR7002420008,세기상사,KOSPI,,6400,2,-110,-1.69,6290,6480,6240,8634,54651590,35576627200,5558848,STK
2384,900340,HK0000449303,윙입푸드,KOSDAQ,외국기업(소속부없음),741,2,-23,-3.01,757,776,741,255823,191685759,35548310148,47973428,KSQ
2385,083470,KR7083470005,이엠앤아이,KOSDAQ,중견기업부,1661,2,-5,-0.3,1666,1677,1638,104094,171902858,35446286469,21340329,KSQ
2386,050760,KR7050760008,에스폴리텍,KOSDAQ,중견기업부,2170,2,-90,-3.98,2265,2280,2140,107346,237275385,35446251260,16334678,KSQ
2387,456190,KR7456190008,큐라켐,KONEX,일반기업부,20150,0,0,0.0,0,0,0,0,0,35348862900,1754286,KNX
2388,079000,KR7079000006,와토스코리아,KOSDAQ,중견기업부,4900,2,-75,-1.51,4975,5030,4850,17321,85192360,35280000000,7200000,KSQ
2389,336040,KR7336040001,타스컴,KONEX,일반기업부,8390,2,-10,-0.12,8400,8400,8030,288,2412880,35272440950,4204105,KNX
2390,113810,KR7113810006,디젠스,KOSDAQ,중견기업부,1077,2,-65,-5.69,1142,1142,1070,401293,438337708,35140410927,32628051,KSQ
2391,008775,KR7008771008,호텔신라우,KOSPI,,46650,2,-650,-1.37,47400,47400,46600,1398,65532100,35075155350,751879,STK
2392,026040,KR7026040006,제이에스티나,KOSDAQ,중견기업부,2125,2,-55,-2.52,2175,2180,2100,15875,33657155,35070553750,16503790,KSQ
2393,331920,KR7331920009,셀레믹스,KOSDAQ,기술성장기업부,4290,2,-85,-1.94,4330,4375,4230,27536,117947510,35024194920,8164148,KSQ
2394,065170,KR7065170003,비엘팜텍,KOSDAQ,중견기업부,393,2,-16,-3.91,408,416,388,258720,102611079,34965429687,88970559,KSQ
2395,033050,KR7033050006,제이엠아이,KOSDAQ,벤처기업부,1063,2,-34,-3.1,1097,1097,1063,83999,90178793,34631840546,32579342,KSQ
2396,402420,KR7402420004,켈스,KONEX,일반기업부,15500,3,0,0.0,15000,15900,13200,134,2030280,34511370000,2226540,KNX
2397,015020,KR7015020001,이스타코,KOSPI,,805,2,-8,-0.98,799,810,793,84432,67599342,34495538000,42851600,STK
2398,018620,KR7018620005,우진비앤지,KOSDAQ,중견기업부,1194,2,-1,-0.08,1206,1229,1180,191362,227845925,34493815842,28889293,KSQ
2399,365900,KR7365900000,브이씨,KOSDAQ,벤처기업부,4715,2,-15,-0.32,4685,4730,4580,4939,23097480,34468064500,7310300,KSQ
2400,032800,KR7032800005,판타지오,KOSDAQ,중견기업부,292,2,-3,-1.02,295,295,289,358900,104482449,34393305848,117785294,KSQ
2401,082660,KR7082660002,코스나인,KOSDAQ,중견기업부,397,2,-11,-2.7,401,409,396,989743,395199509,34388484993,86620869,KSQ
2402,049470,KR7049470008,SGA,KOSDAQ,중견기업부,584,2,-20,-3.31,603,603,584,101483,59506229,34375553416,58862249,KSQ
2403,014910,KR7014910004,성문전자,KOSPI,,1530,2,-80,-4.97,1608,1642,1518,368032,570503010,34365307050,22460985,STK
2404,079190,KR7079190005,케스피온,KOSDAQ,벤처기업부,895,2,-14,-1.54,871,920,871,54950,49229254,34328185030,38355514,KSQ
2405,439250,KR7439250002,삼성스팩7호,KOSDAQ,SPAC(소속부없음),9780,2,-60,-0.61,9800,9820,9770,4329,42357270,34249560000,3502000,KSQ
2406,311960,KR7311960009,에이아이더뉴트리진,KONEX,일반기업부,11140,2,-150,-1.33,11490,11490,11140,23,259400,34118076960,3062664,KNX
2407,081580,KR7081580003,성우전자,KOSDAQ,중견기업부,2200,2,-90,-3.93,2265,2285,2200,88000,195745895,34117914600,15508143,KSQ
2408,038340,KR7038340006,MIT,KOSDAQ,투자주의환기종목(소속부없음),1283,0,0,0.0,0,0,0,0,0,33979354334,26484298,KSQ
2409,048830,KR7048830004,엔피케이,KOSDAQ,중견기업부,1811,2,-52,-2.79,1851,1872,1811,30837,57107209,33909024553,18723923,KSQ
2410,009310,KR7009310004,참엔지니어링,KOSPI,,399,2,-1,-0.25,398,400,395,72494,28830024,33862100181,84867419,STK
2411,317530,KR7317530004,캐리소프트,KOSDAQ,기술성장기업부,4855,2,-345,-6.63,5130,5170,4825,63941,317959915,33845156580,6971196,KSQ
2412,032080,KR7032080004,아즈텍WB,KOSDAQ,벤처기업부,1572,2,-31,-1.93,1599,1603,1555,72613,114574711,33783897588,21491029,KSQ
2413,067730,KR7067730002,로지시스,KOSDAQ,중견기업부,3490,2,-145,-3.99,3635,3635,3435,34789,121310500,33761987780,9673922,KSQ
2414,091340,KR7091340000,S&K폴리텍,KOSDAQ,중견기업부,2880,2,-15,-0.52,2880,2930,2855,35403,102299475,33706716480,11703721,KSQ
2415,012210,KR7012210001,삼미금속,KONEX,일반기업부,945,2,-55,-5.5,950,950,900,1812,1683779,33641891325,35599885,KNX
2416,044380,KR7044380004,주연테크,KOSPI,,567,2,-7,-1.22,574,574,563,78374,44458618,33565971348,59199244,STK
2417,343090,KR7343090007,HLB사이언스,KONEX,일반기업부,2055,2,-100,-4.64,2195,2195,1956,6439,12884351,33540405075,16321365,KNX
2418,130740,KR7130740004,티피씨글로벌,KOSDAQ,중견기업부,2970,2,-50,-1.66,3045,3045,2945,152536,453594455,33491736630,11276679,KSQ
2419,020400,KR7020400008,대동금속,KOSDAQ,중견기업부,10500,2,-710,-6.33,11020,11180,10220,112974,1186255800,33486243000,3189166,KSQ
2420,154040,KR7154040000,다산솔루에타,KOSDAQ,중견기업부,1865,2,-2,-0.11,1867,1880,1847,66426,123337450,33476925310,17950094,KSQ
2421,060260,KR7060260007,뉴보텍,KOSDAQ,벤처기업부,803,2,-31,-3.72,834,840,803,77951,63677251,33372716135,41560045,KSQ
2422,000040,KR7000040006,KR모터스,KOSPI,,347,2,-2,-0.57,349,349,341,183303,63090377,33360047355,96138465,STK
